word_id,words,definitions
2569,GUANO,sus. Xa’an
2570,GUARAPO,sus. Sa’il moom
2571,GUARDAR,"v.t. Li’is, ta’ak"
2572,"GUARDADO, MUY GUARDADO","adj . Báabaalki, táata’ak."
2573,GUARDAR LAS ESPALDAS,v.t. Mak paach
2574,GUARDARRAYA,"sus. Bekab, míis jool paach."
2575,GUARDIA,"sus. Aj ch’a’aj beej, Aj pikit beej, aj kanan beej. K’onchle’ chintok’"
2576,GUARUMBO (CECROPIA OBTUSIFOLIA (BERT)),sus.
2577,GUAYABA (PSIDIUM GUAJAVA L),sus. Pichi’
2578,GUAYACÁN (GUAIACUM SANCTUM L),sus. Chun
2579,GUERRA,"sus. K’atunyaj, muul ba’ate’el, noj ba’ate’el, nupankil"
2580,GUERREAR,"v.t. Ba’ate’el, p’iis."
2581,GUÍA,"sus. Aj bejil, Aj bej, Aj belbesaj."
2582,GUIAR,"v.t. Belbesaj, joch jaban"
2583,GUIÑAR EL OJO,v.t. May ich
2584,GUIÑAR,v.i. Chaak’
2585,GUIJARRO,sus. Ch’ich’il tuun.
2586,GUIRNALDA,sus. K’aax jo’ol
2587,GUITARRA,"sus. X t’in k’áanil páax ,Táabil páax, k’aayun che’."
2588,GULA,"sus. Bal nak’il, balta’achil"
2589,GUSANO,"sus. Nook’ol, x nook’ol"
2590,GUSARAPO,"sus. Bolin, x bube’"
2591,"GUSTAR, VER CON DELEITE",v.t. Cha’an
2592,HÁBIL,adj. Péeka’an
2593,HABILIDAD,sus. Its’atil pool
2594,HABITANTE,sus. Kaajnáalil
2595,HABITAR,"v.i. Kaaj, kaajtal, kaajlan."
2596,HÁBITO,sus. Suukil.
2597,HABLANTE,sus. Aj t’aan.
2598,HABLAR,v.i. T’aan
2599,HABLAR ALBOROTÁNDOSE,v.i. Tsay óoltaj
2600,HABLAR EN VOZ BAJA,v.i. X muukul t’aan
2601,HABLAR HISTÉRICAMENTE,v.i. Báabaalt’aan.
2602,HABLAR PRIMERO,v.i. Paybe
2603,HABLAR RIÑENDO,v.i. Tsay óoltaj
2604,HABLAR SOLO,v.i. T’aant’aan
2605,HABLOTEAR,v.i. Sakacht’aan
2606,HACE TRES DÍAS,adv. de t. Óoxejeak
2607,HACE UN AÑO,adv. de t. Jun ja’abake’
2608,HACER,"v.t. Beet, meent, meen,"
2609,HACER POR HACER,v.t. Báabaal meenbil.
2610,HACER ALBARRADA,v.t. Koot
2611,HACER ARDER LA LUMBRE SOPLANDO,v.t. Jopsaj
2612,HACER CAMINO,"v.t. Belbesaj, jool ch’áak."
2613,HACER CAUTIVO,"v.t. Baksaj HACER,"
2614,CONFECCIONAR,"CONSTRUIR,"
2615,HACER REALIDAD,v.t. Béeykuntik.
2616,HACER RODAR,v.t. Balk’esen
2617,HACER SANGRÍA,v.t. Tok’
2618,HACERSE MARAVILLOSA Y MILAGROSA,adj. Maktsiljal
2619,HACIA ABAJO,adj. Chinchin.
2620,HACIENDA,sus. Ti’yal.
2621,"HACIENDA, CONJUNTO DE BIENES MUEBLES E IN",
2622,MUEBLES,sus. Ba’aba.
2623,HACHA,sus. Báat
2624,HALO NOCTURNO,sus. Chéelil áak’ab.
2625,HAMACA,sus. K’áan
2626,HAMBRE,sus. Wi’ij
2627,HAMBRUNA,sus. Wi’ijil kiimilo’ob
2628,HARTO,adj. Na’aj
2629,HASTA,prep. Tak
2630,HASTA AHORA,adv. de t. Tak walkila
2631,HASTA MAÑANA,adv. de t. Tak sáamal
2632,HASTA MÁS TARDE,adv. de t. Tak ka’akate’
2633,HASTÍO,sus. Nak óol.
2634,HAY,v.i. Yaan
2635,HEBRA TORCIDA O HILADA EN PABILOS,sus. Máak’antik.
2636,HECHICERO,"sus. Aj kunaj t’aan, aj kunyaj, pul v.t. Ch’ot"
2637,HACER DE NUEVO UN TRABAJO,v.t. Líik’ meyaj HACER ALGUNA FUERTE
2638,COSA,v.t. ya’aj Múuk’kankunsik.
2639,HACER GESTOS O MUECAS,v.i. Eets’
2640,HACER MONTONES,v.t. Tutukal
2641,HACER OBRA DE MANO,v.t. K’abtaj
2642,HACER QUE UNA COSA ABUNDANTE SE AGOTE,v.t.
2643,HECHICERO QUE ATRAE CON SUS CONJUROS A ALGU,
2644,NA PERSONA O ANIMAL,sus. Aj pay kun.
2645,HECHICERO QUE CAUSA DAÑO POR MEDIO DEL AIRE,sus. Aj ch’in iik’.
2646,HECHIZO,sus. Pul
2647,HEDOR,"sus. Tu’, tu’ book"
2648,HELADO,adj. Síis Ch’eejel
2649,HELECHO,sus. Bebtun.
2650,HEMBRA,"sus. Ch’úup, ko’olel, x ba’al"
2651,HENDER ROMPIENDO,v.i. Jet
2652,HENDIDURA,sus. Jet’
2653,HENEQUÉN (AGAVE SPP),sus. Kij
2654,HEREDAD DONDE HAY COSAS PLANTADAS,sus. aale’ paal. Páak’al Loma’an yóok’ol
2655,HERENCIA,sus. K’aam ba’albail
2656,HERIDA,"sus. Loob, jatlom."
2657,HERIDO A LANZADAS O ARPONEADO,adj.
2658,HERIDO DE MUCHAS HERIDAS,adj. Tulkintan
2659,HERIR,v.t. Loob
2660,HERIR CON AGUIJÓN,v.t. Julche’
2661,HERIR CON ARMA O INSTRUMENTO PUNTIAGUDO,
2662,HERIR O LASTIMAR EL OJO CON EL DEDO ÍNDICE,v.t. Loom v.t. Ch’oop.
2663,HERMAFRODITA,"sus. X ch’úupul xiib, síis óol."
2664,HERMANA,sus. Kiik
2665,HERMANO MAYOR,sus. Suku’un
2666,HERMANO MENOR,sus. Iits’in
2667,HERMOSA,"adj. Jats’uts, ki’ichpam"
2668,HERMOSO,adj. Ki’ichkelem
2669,HERRADURA,sus. Xanab tsíimin
2670,HERRAMIENTA,sus. Nu’ukul
2671,HERRERO,"sus. Aj meyaj máaskab, J meyaj"
2672,HERVIR,"v.i. Lóok, om"
2673,HERVIR DE PERSONAS O ANIMALES,sus. To
2674,HIELO,Sus. Síis chich ja’.
2675,HIEL,sus. K’aaj
2676,HIERBA,sus. Xíiw
2677,HIERBA QUE CAUSA COMEZÓN,sus. P’óop’oox.
2678,HÍGADO,"sus. Táaman, tamnel HIGUERA CUYA CORTEZA SERVÍA PARA HACE PAPEL (FICUS COTINIFOLIA H.B. ET K)."
2679,HIGUERILLA (RICINUS COMMUNIS),sus. K’ooch HIJA O HIJO DE LA MUJER (SÓLO SE APLICA A LA MADRE
2680,O SÓLO ELLA DESIGNA ASÍ A SUS HIJOS),"sus. Aal, x HOMBRE"
2681,HIJASTRO,sus. Majan mejen paal.
2682,HIJO (AL REFERIRSE LA MUJER),sus. A’al.
2683,HIJO (AL HACER ALUSIÓN EL HOMBRE),"sus. Meejen,"
2684,HIJO EN GENERAL,"sus. Paal, paalal, mejnil"
2685,HILAR,"v.t. Jaax, k’uuch"
2686,HILERA,sus. Tsool
2687,HILO,sus. K’uuch
2688,HILVANAR,v.t. Máak’a’an chuuy.
2689,HIMNO,sus. Noj k’aay.
2690,HINCADO,adj. Xolokbal
2691,HINCAR,"v.i. Xolkin, xoltal."
2692,HINCARSE,"v.i. Xoltol, xoltaj, xoltal."
2693,HINCHADO,adj. Chuup
2694,HINCHARSE,"v.i. Chuup, si’ip’il."
2695,HINCHARSE EL VIENTRE DE COMIDA,v.i. Pemal.
2696,HIPAR,v.i. Juuyub
2697,HIPO,sus. Tuk’ub
2698,HIPÓCRITA,"adj. Ka’ap’éel ak’, x ken k’oj"
2699,HIPÓTESIS O SUPOSICIÓN,sus. Ch’a’ach’itika’
2700,HISTORIA,"sus. K’ajlay, siyan"
2701,HOCICO,sus. Ni’
2702,HOGAR,"sus. Otoch, naaj, taanaj, naay."
2703,HOGUERA,sus. Ban k’aák’
2704,HOGUERA CONSUMIDA,sus. Jabal
2705,HOJA,sus. Le’
2706,HOJA DE LIBRO,"sus. Tsil, wáal, wáal ju’un."
2707,HOJAS SECAS,sus. Sojol
2708,HOLLEJO,"sus. Saay, saayel."
2709,HOLLÍN,"sus. Sabak, yebek naaj"
2710,HOMBRE,"sus. Máak, wíinik, xiib HOMBRE ASTUTO. sus., adj. Aj na’at ach"
2711,HOMBRE CERTERO EN APUNTAR AL BLANCO,sus. Toj k’ab
2712,HOMBRE DISCRETO,sus. Aj na’at
2713,HOMBRE ENTENDIDO,sus. Aj na’at
2714,HOMBRE FUERTE,"sus. Muuk’a’an wíinik, Aj muuk’náal."
2715,HOMBRE ILUSTRE,sus. Aj na’at HOMBRE MÍTICO DIMINUTO HECHO DE BARRO QUE
2716,"COBRA VIDA, CUIDA LOS MONTÍCULOS ARQUEO",
2717,LÓGICOS Y LAS MILPAS,"sus. Alux, arux."
2718,HOMBRO,sus. Keléembal
2719,HOMENAJE,sus. Nojbe’enkant
2720,HOMICIDA,sus. Kíinsaj wíinik
2721,HONDA PARA ARROJAR PIEDRAS,sus. Yúuntun
2722,HONDO,adj. Taam
2723,HONDONADA,"sus. K’om, k’óom"
2724,HONGO,"sus. Kuuxum, xuxum che’"
2725,HONGO DE ÁRBOL,sus. Xikin che’
2726,HORA,"sus. Tsilk’iin, lat’ab k’iin, jech ti’ k’iin, k’iintsil."
2727,HORADAR,"v.t. Jool, poot"
2728,HORIZONTE,"sus. Chuun ka’an, siyan ka’an."
2729,HORMIGA,sus. Síinik
2730,HORMIGA CARNICERA,sus. Xuulab HORMIGA NEGRA QUE SE DESPLAZA EN GRANDES
2731,GRUPOS,sus. Saakal
2732,"HORMIGA ROJA, DENOMINADA ARRIERA",sus. Saay che’.
2733,HORNEAR EN LA TIERRA,"v.t. Píibt, píib."
2734,HORNO HECHO EN LA TIERRA,sus. Píib
2735,HORNO DE PIEDRAS,sus. Tsuk tun
2736,HORQUETA,"sus. Ts’opche’, xa’ay che’, táak"
2737,"HORRIBLE, QUE ESPANTA",adj. Jak’ óoltsil
2738,HOSPEDAJE,sus. Jula kabil
2739,HOSPEDAR,v.t. K’aam
2740,HOSPITAL,"sus. U naajil k’oja’ano’ob, U naajil ts’aak yaaj."
2741,HOTEL,"sus. K’aam naaj, otoch kabil."
2742,HOY,"adv. de t. Bejela’e’, bejla’e’, bejele’,bejle’, bejla’ake’."
2743,HOYA,"sus. K’om, k’óom"
2744,HOYO,"sus. Jom, jool"
2745,HOYUELO EN LA MEJILLA O EN LA BARBA,"sus. Tuux HUANO ENANO CUYAS HOJAS SIRVEN PARA TECHAR CONSTRUCCIÓN, HACER ESCOBAS, ETC (SABAL"
2746,YAPA C (WRIGTH)),sus. Ch’iit
2747,HUANO (THRINAX RADIATA (LOOD)),sus. Xa’an
2748,HUANO BLANCO,sus y adj. Sak xa’an.
2749,HUAYA (TALISIA OLIVAEFORMIS (KUNT) RADLK),sus. Wayum
2750,HUECO,sus. Jool
2751,HUELLA DE LOS PIES,"sus. Bilim, chek’, pe’echak’,pe’eche’"
2752,HUELLA DE LAS MANOS,"sus. Péets’ k’ab, waay."
2753,HUESO,sus. Baak
2754,HUESO DE ELOTE,sus. Baakal
2755,HUESO DE LA MAZORCA,sus. Baakal
2756,HUESO DE UNA FRUTA,sus. Neek’
2757,HUEVO,"sus. Je’, e’el, ye’el"
2758,HUEVO ESTRELLADO,sus. Pa’ ch’iintaj je’
2759,HUIPIL,sus. Iipil.
2760,"HUIR, FUGARSE","v.i. Púuts’, púuts’ul"
2761,"HULE (CASTILLA ELÁSTICA, CERV)",sus. K’i’ik’che’
2762,HUMANO,"sus.Wíinik, máak."
2763,HÚMEDO,adj Lolok
2764,HUMILDAD,"sus. Kaabal óol, suuk óol."
2765,HUMILDE,"sus. J nuun óol, J suuk óol."
2766,HUMILLAR,v.t. T’oonkíisaj
2767,HUMILLACIÓN,sus. T’oonkíinsajil
2768,HUMO,sus. Buuts’
2769,HUNDIR,"v.i. Búulul, lam"
2770,HURGAR CON PALO,v.t. Julche’
2771,HUSMEAR,v.i. Tsukul iik’taj
2772,IDEA,sus. Tuukul.
2773,IDENTIFICAR,v.t. K’ajóol.
2774,IDIOMA,sus. T’aan
2775,IDIOMA ESPAÑOL,"sus. Kastilan t’aan, kastran pom. t’aan k’ult naaj."
2776,IGLESIA,"sus. Naaj K’uj, k’unaj, Yotoch K’uj,"
2777,IGNORANCIA,sus. X ma’ ojelil.
2778,IGUAL,"sus. Keet, lajket."
2779,"IGUALAR, EMPAREJAR","v.t. Keet, keetbesik."
2780,IGUALDAD,sus. Keetil.
2781,IGUAL EN FUERZA,sus. Etmuuk’il
2782,IGUALAR,v.t. Taxkun
2783,IGUANO,sus. Juuj
2784,IJADA,sus. Páaknak’
2785,ILUMINAR,v.t. Sáaskun
2786,ILUSTRACIÓN,sus. Oochel.
2787,IMAGEN,sus. Oochel
2788,IMAGINACIÓN,"sus. Num óol, tuukul"
2789,IMAGINAR,"v.t. Nen óol, num óol"
2790,IMAGINARIO,adj. Tuukulbil.
2791,IMITAR,"v.t. Ch’a ts’ilib, joch, p’a’ast"
2792,IMPETUOSO,adj. Seeb óol
2793,IMPLORACIÓN,sus.Yaaj k’áatik.
2794,IMPORTANCIA,sus. Kananil
2795,IMPORTANTE,"adj. K’a’anan, k’a’ana’an, k’ojol, jach k’abéet."
2796,INCESTO,sus. Panpib
2797,INCIENSO,"sus. Jaak’, pukak’"
2798,INCLINADO,"adj. T’oonol, chíin"
2799,INCLINADO SOBRE ALGO,adj. Páapáak.
2800,INCLINAR,v.t. Chíina’an
2801,"INCLINAR, LADEAR",v.t. Ch’eeb.
2802,INCLINARSE,"v.i. T’oon, chíinil"
2803,INCORDIO,sus. Chu’chum
2804,INCRUSTADO,adj. Ts’opokbal
2805,INCRUSTAR,v.t. Tak’aj
2806,INDAGAR,v.t. K’áat chi’
2807,"INDICAR, MOSTRAR",v.t. E’esaj.
2808,INDICAR CON EL DEDO ÍNDICE,v.t. Tuch’ub.
2809,INDIFERENTE,adj. Ma’bal yóol.
2810,INDIO,sus. Máasewal
2811,INDIRECTAS,sus. Ch’iinch’int’aano’ob.
2812,INDIVIDUAL,adj. Tu juun.
2813,INERTE,"adj. Ma’ péek óol, muuk’a’an"
2814,INFANCIA,sus. Paalil
2815,INFIERNO,"sus. Ak’bal naj, metnal, mitnal."
2816,INFINITO,"adj. Chaket, cheket, ma’ xulumte’, ma’ xuul."
2817,INFLAMABLE,adj. Joojóopki.
2818,INFLAR,"v.t. P’uru’us, p’ulu’ust"
2819,INFORMAR,"v.t. Num chi’, num chi’tik"
2820,INFORMACIÓN,"sus. Tsool, Nu’uksaj, num"
2821,IMPREGNAR,v.t. Ts’am.
2822,IMPRESO,adj. Ts’ala’an
2823,IMPRUDENTE,adj. J ma’ kux óol
2824,IMPUESTO,sus. Patan
2825,INCENSARIO,"sus. Ch’uyub pukak’, ch’uyub chi’taj"
2826,INFORME,"sus. Num chi’, tsool ts’íib. INFORTUNIO."
2827,INFUNDIR,v.t. Oksaj tu pool.
2828,INGENIOSO,sus. Aj numan
2829,INGLE,sus. Je’ej
2830,INHALAR,"v.i. Ch’a’ book, ch’a’ iik’"
2831,INJURIA,sus. Pooch’.
2832,INGRATITUD,sus. X ma’ niib pixanil
2833,INJERTO,sus. K’ubche’.
2834,INJUSTICIA,"sus. Ma’ tibil, X ma’ tojil."
2835,INMEDIATAMENTE,"adv. de t. Ma’ muklik, tu séeblankil, jach náapulak. INMINENTE, A PUNTO DE"
2836,SUCEDER,adv.
2837,INMÓVIL,"adj. Ma’ péek óol, muuk’a’an, xoxo"
2838,INQUIETO,adj. Chuklak iik’
2839,INSCRIBIR,v.t.Ts’íib k’aaba’.
2840,INSECTO,"sus. Yik’el, yilk’il"
2841,INSECTO ACUÁTICO,sus. Bubul. INSECTO CON EL CUERPO LUSTROSO DE COLOR AZUL PAVO Y ALAS AMARILLENTAS. SE LE ENCUENTRA
2842,EN TRONCOS VIEJOS SU PIQUETE OCASIONA DO,
2843,LOR INTENSO Y TEMPERATURA ELEVADA,sus. Báalamjolom
2844,INSERVIBLE,"adj. Laab, ma’patali’."
2845,INSISTENCIA,sus.Tsaantsan t’aane’
2846,INSÓLITO,adj. Ma’ napaja’an
2847,INSOMNIO,sus. P’ix ich
2848,INSTANTE,adv. de t. Súutuk
2849,INSTITUCIÓN,sus. Molay
2850,INSTRUCCIÓN,"sus. Nu’ukbesaj , tsool núuk."
2851,INSTRUMENTO PARA ALGUNA ACTIVIDAD,sus. Nu’ukul
2852,INSTRUMENTO PARA ESCRIBIR,"sus. Cheeb INSTRUMENTO QUE SIRVE PARA SACAR EL ELOTE DE SU ENVOLTURA EN LA COSECHA. PUEDE SER UN CUERNO DE CIERVO ENANO, UNA MADERA"
2853,"AGUZADA, UN INSTRUMENTO DE METAL",sus. Bakche’
2854,INSTRUMENTOS PARA ALGÚN OFICIO,sus. Yeem
2855,INSTRUMENTO MUSICAL,sus. Páax
2856,INSULTAR,v.t. Pooch’.
2857,INSULTO,"sus. Pooch’, pooch’il."
2858,INSULTAR REPETIDAMENTE,v.t. Póopooch’il
2859,INTACTO,"adj. Báayli’e’, suju’uy"
2860,INTANGIBLE,adj. Ma’ takabil.
2861,ÍNTEGRO,adj. Báayli’e’
2862,INTELIGENCIA,sus. Na’at
2863,INTENCIÓN,"sus. Tuukul, tuukulil."
2864,INTERÉS,sus. Ts’áaj tuukul
2865,INTERIOR,"adv. de l. Ts’u’, ichil"
2866,INTERPONER,v.t. Ba’alchaja
2867,INTERROGACIÓN,sus. K’áat chi’.
2868,INTERROGANTE,sus. K’áat chi’il.
2869,INTERRUMPIR,v.t. Nikkabtaj
2870,INTESTINO,sus. Chooch
2871,INTRANQUILIDAD,sus. Chi’ichnak
2872,INTRANQUILIZARSE,v.i. Nich’bal
2873,INTRODUCCIÓN,"sus. Oksaj t’aanil, káajbal."
2874,INTRODUCIR,"v.t. Oks, oksaj, ts’ot"
2875,"INTRODUCIR, METER LA AGUJA",v.t. Juup’
2876,"INUNDAR, AHOGARSE","v.i. Buul, búulul"
2877,INVASOR,"sus. Aj okaj kaaj, ch’a kaaj"
2878,INVENTAR,v.t. Meen.
2879,INVESTIGACIÓN,sus. Kaxan tsikbal
2880,INVIERNO,"sus. Ak’ ya’abil, ich ke’el"
2881,INVISIBLE,adj. Ma’ ilbil.
2882,INVITAR,"v.t. Payalte’et, payal óol, pay óol, pay t’aan."
2883,INVOCAR,"v.i. Awat pay, awat paytaj."
2884,"INVOLUCRAR, PARTICIPAR",v.t. Táakpajal.
2885,INYECCIÓN,sus. Juup’ ts’aak.
2886,INYECTAR,v.t. Juup’
2887,IR,"v.i. Biin, xi’ik."
2888,IR EN COMPAÑÍA DE OTRO,"v.t. Éetbenel, éet"
2889,IR TRAS ÉL,v.t. Ch’a ok
2890,IRA,"sus. K’uuxil, lep’ óolil, p’uujil, ts’íikil."
2891,ISLA,sus. Petén
2892,IZQUIERDA,adj. Ts’íik
2893,JABALÍ (PECARI TAYASSU),sus. Kitam
2894,JABÍN (PISCIDIA PISCIPULA (L) SARG),sus. Ja’abin
2895,JACAL,"sus. Naaj, pasel (choza sencilla de un alero o dos, que se hace en la milpa para descanzar o para vigilar.)"
2896,JADE,"sus. Tuun, ya’ax tuun"
2897,JADEAR,"v.i. Jéesbal, jéesbaj"
2898,JAGUAR,"sus. Báalam, chak mo’ol"
2899,"JALAR, SEPARAR",v.t. Kóol
2900,JALAR,"v.t. Jáanpaytik, páay."
2901,JALAR POR BRAZADA PARA SACAR AGUA DEL POZO,v.t. Sáasáap.
2902,JALAR AGUA DE POZO,v.t. Páay ja’.
2903,JAMÁS,adv. de t. Mix bik’iin
2904,JARANA,"sus. Paax k’ool, síit’ óok’ot."
2905,JARDÍN,sus. Páak’alnikte’
2906,JARRA,"sus. Buleb, chan p’úul"
2907,JARRO,sus. Buleb
2908,JASPEADO,adj. Wewel JÍCAMA (LEGUMINOSAE PACHYRAHIZU EROSUS (L)
2909,JÚBILO,sus. Ki’imak óolil.
2910,JUEGO,"sus. Báaxalnen, báaxal"
2911,JUEGO DE AZAR,sus. Buul
2912,JUEGO DE PELOTA PREHISPÁNICO,sus. P’okta
2913,JUGAR,v.t. Báaxal
2914,JUGAR TROMPO,v.t. T’óoch.
2915,JUGO,sus. K’aab
2916,JUICIO,"sus. Kux óol, kuxóolal, na’at, xoot"
2917,JUNCIA,sus. Semet’
2918,JUNTAR,"v.t. Múuch’, mool, nup"
2919,JUNTAR LOS LEÑOS PARA HACER MÁS FUEGO,v.t.
2920,JUNTAR O LLEVAR EMPUÑADO,v.t. Lóot.
2921,JUNTARSE,"v.i. Bantak, bantal"
2922,JUNTO,"adv. de l. Naak’, múul, yiknal, tu"
2923,JUNTOS,adv. de m. Pa’ate’
2924,"JUNTOS, MUY APRETADOS",adv. de m. p’ok k’iin Nuuch. tséel
2925,URBAN),sus. Chi’ikam Pe’epe’ech’ki.
2926,JÍCARA (CRESCENTIA CUJETE L),sus. Luuch
2927,JINETE,"sus. Aj naat’, Aj léej wakaxo’"
2928,JOROBA,sus. P’uus
2929,JOVEN,"sus, adj. (m) Xi’ipal, táankelem (f)X ch’úupal, X lo’bayan, X lo’bayen."
2930,JOVEN DE LA NOBLEZA,"sus. (m)J ajauil, (f) X"
2931,JURISDICCIÓN,sus. Mek’tan kaajil
2932,JUSTICIA,"sus. Tibil, tojil"
2933,JUSTO,"adj. Tibil, tojil"
2934,JUVENTUD FEMENINA,sus. X lóobaymil
2935,JUVENTUD MASCULINA,sus. J Táankelmil
2936,JUZGAR,"v.t. Ts’áaj, yaya tse’ ktaj, p’iis óol. ajauil. JUZGAR"
2937,LABERINTO,sus. Satun sat.
2938,LABIO,sus. Booxel chi’
2939,LABORAR,v.i. Meyaj
2940,LABRAR MADERA,v.t. Póol che’
2941,LABRAR MADERA SACÁNDOLE PUNTA,v.t. Bits’
2942,LADEADO,adj. Nixa’an
2943,LADEADO,Tséetséel.
2944,LADEAR,"v.t. Nix, tseltal."
2945,"LADEAR, INCLINAR",v.t. Ch’eeb
2946,"LADEAR, DESVIAR, TORCER",v.t. K’eech.
2947,LADO,"adv. de l. Tséel, tséelil, xáax"
2948,LADO DE LA CAMA O DE LA HAMACA,"sus. Xáax, t’uub."
2949,LADRAR,v.i. Chi’ibal peek’
2950,"LADRAR EL PERRO, PERSIGUIENDO A ALGÚN ANI",
2951,MAL,v.i. Tóojol
2952,LADRÓN,sus. Ookol
2953,LAGAÑA,sus. Ch’eem
2954,LAGARTIJA,"sus. Bebech, meemech."
2955,LAGARTIJA VERDE CON CRESTA,sus. Tolok
2956,LAGARTO,"sus. Áayin, áaim, juuj (Hondzonot, municipio de Tulum, Q. Roo.)"
2957,LÁGRIMA,sus. Ja’il ich
2958,LAGUNA,sus. Áak’al che’
2959,LAJA,sus. Chaltun
2960,LAMA O MOHO VERDE DE LA TIERRA HÚMEDA Y SOM,
2961,BRÍA,sus. Ya’ax k’oxmal
2962,LAMENTO,"sus. Akanjal, ok’ol."
2963,LAMER,v.t. Léets’
2964,LAMPIÑA,adj. Biirich
2965,LANA,sus. U tso’otsel taman.
2966,LANGOSTA DE MAR,sus. Chakay. 
2967,"LANGOSTA, INSECTO QUE ES PLAGA PARA LA AGRI",
2968,CULTURA,sus. Sáak
2969,LANZA,"sus. Tsopche’, julte’, nabte’"
2970,LANZAR,v.t. Ch’iin
2971,LANZAR CON ÍMPETU,v.t. Tojlaj
2972,"LÁPIDA, LOSA, LAJA",sus. Tsal
2973,LÁPIZ,sus. Ch’ilib ts’íib
2974,LARGO,adj. Chowak
2975,LARGO RATO,"adv. de t. Sam, same’, samak."
2976,LASCA,sus. Xeet’
2977,LASCAR,v.t. Ts’eej.
2978,LASCADO,adj. Ts’éets’eej.
2979,LÁSTIMA,sus. Men óolal
2980,LASTIMAR,"v.t. K’iil, toop, k’ii"
2981,"LASTIMARSE, HERIRSE",v.i. Ki’impajal.
2982,"LASTIMADO, MUY LASTIMADO",adj.Pu’upu’uch
2983,LÁTEX,sus. Iits
2984,LATIGAZO,sus. Jaats’
2985,LATIR,v.i. K’i’inam
2986,"LATIR EL PULSO, SALTAR COMO LOS NERVIOS",v.i. Titip’ánkil
2987,LAVANDERA,sus. Ix p’o’
2988,LAVANDERO,sus. J p’o’.
2989,LAVADO,sus. P’o’.
2990,LAVAR,v.t. P’o’
2991,LAZAR,v.t. Léej
2992,LAZO,sus. Jook’.
2993,"LECCIÓN, LECTURA",sus. Xook
2994,LECTO,ESCRITURA.
2995,LECHE,sus. K’aab iim
2996,LECHONA,sus. Ch’úupil k’éek’en
2997,LECHUZA (GLAUCIDIUM),sus. T’oojka’ x nuuk
2998,"LEER, ESTUDIAR, CONTAR",v.t. Xook
2999,LEGUA (MEDIDA DE LONGITUD DE CUATRO KILÓME,
3000,TROS),sus. Lub
3001,LEJANO,Adj. Náach.
3002,LEJOS,adv. de l. Náach
3003,LENGUA,sus. Aak’
3004,LENGUAJE,sus. T’aan.
3005,LENTAMENTE,"adv. de m. Chaanbéelil, cha"
3006,LEÑA,sus. Si’
3007,LEÑAR,v.t. Si’intik.
3008,LEPRA,"sus. Jaway, chachak uay"
3009,LETRA,sus. Wooj
3010,LEVADURA,sus. Paj sakan
3011,LEVANTAR,"v.t. Líik’, li’is LEVANTAR SUSPENDIENDO CON LAS DOS MANOS"
3012,UNA JÍCARA,v.t. Láat’
3013,LEVANTAR O ENCENDER LA GUERRA,v.t. Tsay
3014,LEVANTAR PUEBLOS,"v.t. Líik’saj kaajtal, líik’saj k’atun kaajo’ob."
3015,LEY,sus. A’almaj t’aan.
3016,LEY DEL PONTÍFICE,sus. Ya’almaj t’aanil ajaw
3017,LEY DEL REY,sus. Ya’almaj t’aanil ajaw.
3018,LIADA APRETADAMENTE,adj. Jep’ LIANAS O BEJUCOS FLEXIBLES Y RESISTENTES QUE SIRVEN PARA AMARRAR LA ESTRUCTURA DE LA
3019,CASA,sus. Aanikab
3020,LIBÉLULA,"sus. Xtulix, xturix"
3021,"LIBERACIÓN, SALVACIÓN",sus. Tóoksajil.
3022,"LIBERTADOR, SALVADOR",adj. Aj tóoksajil
3023,"LIBERAR, SOLTAR",v.t. Jáalk’ab
3024,LIBERTAD,"sus. Síij óol, jalk’abil, jáalk’a’abil"
3025,LIBRAR ARREBATANDO,v.t. Tóok
3026,LIBRAR QUITANDO,v.t. Tóok.
3027,LIBRARSE DE CARGO,"v.i. Sip ik’, mak k’och"
3028,LIBRARSE DE LO QUE LE IMPUTAN,v.t. Mak k’och
3029,LIBREMENTE,adv. de m. Síij óolal
3030,LIBRO,"sus. Ánaltee’, pikju’un, salbiju’un"
3031,LÍDER,"sus. Jalach, poolil, jo’olil, jo’ol póop."
3032,LIEBRE,sus. Tsuub
3033,LIJAR,v.t. Jix LOCO
3034,LIMA,"sus. Jaab, juux, jóoch."
3035,LIMADO,"adj. Jii’an,ji’ix kaya’an."
3036,LIMAR,"v.t. Jaab, jáay."
3037,LÍMITE,sus. Xuul
3038,LIMOSNA,"sus. Yatsil, ts’ayatsil."
3039,LIMPIADA DE SUCIEDAD,adj. Pita’an
3040,LIMPIAR,v.t. Bili’in.
3041,"LIMPIAR, ESCOMBRAR",v.t. Ch’óoch’.
3042,LIMPIAR CON PAPEL O TELA,v.t .Cho’oik.
3043,LIMPIAR sacudiendo,v.t. Púust.
3044,LIMPIAR UN PLATO O UNA VASIJA,v.t. Chúul.
3045,"LIMPIO, SIN HIERBA",adj. Bibilki.
3046,LIMPIO,adj. Ma’ éek’i’
3047,"LIMPIO, SIN POLVO",adj. Pu’upu’uski.
3048,"LIMPIO, VACÍO",adj. Jojochil.
3049,LIMPIO DEL CUERPO,adj. Kekexkij.
3050,LIMPIO REFIRIÉNDOSE A CASA,"adj. Míisa’an LIMPIO, MUY LIMPIO. Bíibíilki."
3051,LINAJE,"sus Ch’i’ibal, olom"
3052,LINDERO,sus. Ektolol
